tempo,ax,ay,az,a_abs,jerk_x,jerk_y,jerk_z,jerk_abs,condicao,n_coleta,lado,lateralidade
22/11/2024 14:46:43.975,2.71,-2.28,-10.95,1.6984751379146648,,,,,saudável,1,direito,dominante
22/11/2024 14:46:44.078,2.94,-2.49,-10.81,1.666053328562045,2.233009708737864,-2.0388349514563147,1.359223300970862,3.315217685235701,saudável,1,direito,dominante
22/11/2024 14:46:44.192,2.95,-2.47,-10.76,1.6172043825250615,0.087719298245616,0.1754385964912282,0.4385964912280763,0.4804583837764676,saudável,1,direito,dominante
22/11/2024 14:46:44.304,3.02,-2.35,-10.81,1.6573013390248017,0.6249999999999986,1.0714285714285725,-0.4464285714285778,1.3182877732351272,saudável,1,direito,dominante
22/11/2024 14:46:44.382,3.06,-2.42,-10.78,1.6542226077479825,0.5128205128205133,-0.8974358974358954,0.3846153846153992,1.1028622137234174,saudável,1,direito,dominante
22/11/2024 14:46:44.479,3.13,-2.3,-10.78,1.648416120913046,0.7216494845360808,1.2371134020618568,0.0,1.4322107205618355,saudável,1,direito,dominante
22/11/2024 14:46:44.593,3.11,-2.43,-10.74,1.6322288038650932,-0.1754385964912282,-1.1403508771929851,0.3508771929824486,1.2059409723568006,saudável,1,direito,dominante
22/11/2024 14:46:44.692,3.15,-2.31,-10.79,1.6653082747262165,0.4040404040404043,1.212121212121213,-0.5050505050504943,1.373885909973274,saudável,1,direito,dominante
22/11/2024 14:46:44.836,3.12,-2.5,-10.75,1.6593896960561931,-0.2083333333333319,-1.3194444444444442,0.2777777777777718,1.364366854471422,saudável,1,direito,dominante
22/11/2024 14:46:44.924,3.13,-2.43,-10.75,1.6470633235572194,0.1136363636363612,0.7954545454545436,0.0,0.8035304331665292,saudável,1,direito,dominante
22/11/2024 14:46:45.004,3.22,-2.31,-10.74,1.637798915075333,1.1250000000000038,1.500000000000001,0.1249999999999973,1.8791620472966168,saudável,1,direito,dominante
22/11/2024 14:46:45.107,3.11,-2.51,-10.72,1.6307429828661046,-1.0679611650485468,-1.941747572815532,0.1941747572815492,2.224551308230989,saudável,1,direito,dominante
22/11/2024 14:46:45.207,3.05,-2.33,-10.81,1.661159488037816,-0.6000000000000005,1.7999999999999972,-0.8999999999999986,2.099999999999997,saudável,1,direito,dominante
22/11/2024 14:46:45.322,3.09,-2.21,-10.81,1.6481106645031147,0.347826086956522,1.043478260869566,0.0,1.0999226644063935,saudável,1,direito,dominante
22/11/2024 14:46:45.424,3.06,-2.25,-10.82,1.6572795378851737,-0.2941176470588216,-0.3921568627450984,-0.0980392156862724,0.4999038738816443,saudável,1,direito,dominante
22/11/2024 14:46:45.531,3.05,-2.38,-10.77,1.6337668623578665,-0.0934579439252358,-1.2149532710280364,0.4672897196261749,1.3050691629690616,saudável,1,direito,dominante
