tempo,ax,ay,az,a_abs,jerk_x,jerk_y,jerk_z,jerk_abs,condicao,n_coleta,lado,lateralidade
22/11/2024 15:25:22.133,3.91,-0.51,-10.69,1.5840466911453357,,,,,saudável,1,direito,dominante
22/11/2024 15:25:22.242,3.86,-0.53,-10.74,1.6148894961833218,-0.4587155963302777,-0.1834862385321102,-0.4587155963302817,0.6741714888394129,saudável,1,direito,dominante
22/11/2024 15:25:22.340,3.83,-0.51,-10.74,1.603877518179349,-0.3061224489795898,0.2040816326530614,0.0,0.3679133954555075,saudável,1,direito,dominante
22/11/2024 15:25:22.453,3.77,-0.56,-10.75,1.5956564914081106,-0.5309734513274341,-0.442477876106195,-0.088495575221237,0.6968148561072403,saudável,1,direito,dominante
22/11/2024 15:25:22.556,3.76,-0.55,-10.77,1.6107267719703362,-0.0970873786407789,0.0970873786407768,-0.1941747572815492,0.2378145381342867,saudável,1,direito,dominante
22/11/2024 15:25:22.646,3.79,-0.55,-10.76,1.6112170980154286,0.3333333333333361,0.0,0.1111111111111087,0.3513641844631551,saudável,1,direito,dominante
22/11/2024 15:25:22.747,3.76,-0.55,-10.77,1.6107267719703362,-0.2970297029702994,0.0,-0.0990099009900968,0.3130967980364748,saudável,1,direito,dominante
22/11/2024 15:25:22.852,3.79,-0.54,-10.76,1.61073990597807,0.2857142857142881,0.0952380952380953,0.0952380952380932,0.3158690276528968,saudável,1,direito,dominante
22/11/2024 15:25:22.959,3.79,-0.53,-10.75,1.6008500997953696,0.0,0.0934579439252337,0.0934579439252316,0.1321694918105682,saudável,1,direito,dominante
22/11/2024 15:25:23.064,3.77,-0.53,-10.8,1.6413667306570885,-0.1904761904761906,0.0,-0.476190476190483,0.512872838774721,saudável,1,direito,dominante
22/11/2024 15:25:23.168,3.78,-0.49,-10.8,1.6428817334328567,0.0961538461538441,0.3846153846153849,0.0,0.396452464001698,saudável,1,direito,dominante
22/11/2024 15:25:23.276,3.73,-0.49,-10.77,1.5981505950789394,-0.4629629629629613,0.0,0.2777777777777883,0.5399029532264207,saudável,1,direito,dominante
22/11/2024 15:25:23.380,3.71,-0.48,-10.76,1.5817557909217823,-0.1923076923076924,0.0961538461538462,0.0961538461538441,0.2355278598829972,saudável,1,direito,dominante
22/11/2024 15:25:23.481,3.71,-0.45,-10.79,1.60887472564613,0.0,0.2970297029702967,-0.2970297029702907,0.4200634343682413,saudável,1,direito,dominante
22/11/2024 15:25:23.621,3.72,-0.44,-10.78,1.6022916191271594,0.071428571428573,0.0714285714285714,0.0714285714285699,0.1237179148263484,saudável,1,direito,dominante
22/11/2024 15:25:23.694,3.68,-0.46,-10.79,1.599561779490042,-0.5479452054794526,-0.2739726027397263,-0.1369863013698601,0.62775009519943,saudável,1,direito,dominante
22/11/2024 15:25:23.780,3.68,-0.45,-10.77,1.580250216742387,0.0,0.1162790697674419,0.2325581395348787,0.2600079043604363,saudável,1,direito,dominante
22/11/2024 15:25:23.883,3.67,-0.43,-10.82,1.623555877328803,-0.0970873786407789,0.1941747572815536,-0.4854368932038904,0.5317694733059933,saudável,1,direito,dominante
22/11/2024 15:25:23.986,3.66,-0.45,-10.8,1.6021908501391628,-0.0970873786407746,-0.1941747572815536,0.1941747572815492,0.2912621359223268,saudável,1,direito,dominante
22/11/2024 15:25:24.095,3.66,-0.45,-10.8,1.6021908501391628,0.0,0.0,0.0,0.0,saudável,1,direito,dominante
22/11/2024 15:25:24.206,3.66,-0.47,-10.81,1.6124603304191858,0.0,-0.1801801801801798,-0.0900900900900881,0.2014475655405204,saudável,1,direito,dominante
22/11/2024 15:25:24.293,3.68,-0.48,-10.8,1.6098423806986055,0.2298850574712646,-0.1149425287356323,0.1149425287356297,0.2815505451474909,saudável,1,direito,dominante
22/11/2024 15:25:24.399,3.67,-0.48,-10.8,1.606623844201927,-0.0943396226415116,0.0,0.0,0.0943396226415116,saudável,1,direito,dominante
22/11/2024 15:25:24.500,3.65,-0.51,-10.81,1.6109763155345007,-0.1980198019801982,-0.2970297029702973,-0.0990099009900968,0.3704611274033603,saudável,1,direito,dominante
22/11/2024 15:25:24.603,3.65,-0.5,-10.82,1.6199999999999992,0.0,0.0970873786407768,-0.0970873786407746,0.1373022876090369,saudável,1,direito,dominante
22/11/2024 15:25:24.708,3.59,-0.47,-10.85,1.6281598170335077,-0.571428571428572,0.285714285714286,-0.2857142857142796,0.6998542122237632,saudável,1,direito,dominante
22/11/2024 15:25:24.813,3.56,-0.5,-10.87,1.6390392610035178,-0.2857142857142838,-0.285714285714286,-0.1904761904761864,0.4467062628403239,saudável,1,direito,dominante
22/11/2024 15:25:24.913,3.59,-0.51,-10.82,1.6014241004354923,0.299999999999998,-0.1,0.4999999999999893,0.5916079783099516,saudável,1,direito,dominante
22/11/2024 15:25:25.027,3.57,-0.56,-10.85,1.6259520810468595,-0.1754385964912282,-0.4385964912280705,-0.2631578947368365,0.5407380704358727,saudável,1,direito,dominante
22/11/2024 15:25:25.161,3.58,-0.54,-10.83,1.6091462027596428,0.0746268656716435,0.1492537313432837,0.1492537313432804,0.2238805970149239,saudável,1,direito,dominante
22/11/2024 15:25:25.240,3.56,-0.5,-10.86,1.629545445514868,-0.2531645569620255,0.5063291139240511,-0.3797468354430299,0.6816664312828445,saudável,1,direito,dominante
22/11/2024 15:25:25.333,3.6,-0.53,-10.83,1.6149638949101277,0.4301075268817208,-0.3225806451612906,0.3225806451612834,0.6269840747145453,saudável,1,direito,dominante
