tempo,ax,ay,az,a_abs,jerk_x,jerk_y,jerk_z,jerk_abs,condicao,n_coleta,lado,lateralidade
22/11/2024 15:18:59.375,1.66,-0.02,-11.37,1.6805569925917858,,,,,saudável,1,direito,dominante
22/11/2024 15:18:59.490,1.64,0.01,-11.4,1.707365150067961,-0.173913043478261,0.2608695652173913,-0.2608695652174012,0.4078622399846524,saudável,1,direito,dominante
22/11/2024 15:18:59.595,1.64,-0.0,-11.4,1.707360808796432,0.0,-0.0952380952380952,0.0,0.0952380952380952,saudável,1,direito,dominante
22/11/2024 15:18:59.702,1.63,0.01,-11.38,1.6861471806862325,-0.0934579439252337,0.0934579439252336,0.1869158878504633,0.228924275026462,saudável,1,direito,dominante
22/11/2024 15:18:59.808,1.64,0.02,-11.37,1.6776847101580898,0.0943396226415095,0.0943396226415094,0.0943396226415241,0.1634010195819781,saudável,1,direito,dominante
22/11/2024 15:18:59.897,1.64,-0.01,-11.39,1.6974671409480884,0.0,-0.3370786516853932,-0.2247191011236106,0.4051181208386589,saudável,1,direito,dominante
22/11/2024 15:19:00.000,1.66,-0.02,-11.37,1.6805569925917858,0.1941747572815536,-0.0970873786407767,0.1941747572815665,0.2912621359223389,saudável,1,direito,dominante
22/11/2024 15:19:00.116,1.67,0.02,-11.37,1.682005917158239,0.0862068965517242,0.3448275862068965,0.0,0.3554401401394534,saudável,1,direito,dominante
22/11/2024 15:19:00.210,1.64,0.01,-11.38,1.6875693083364354,-0.319148936170213,-0.1063829787234042,-0.1063829787234208,0.3528324245058988,saudável,1,direito,dominante
22/11/2024 15:19:00.302,1.66,-0.01,-11.37,1.6805439383869007,0.2173913043478262,-0.2173913043478261,0.10869565217393,0.3260869565217449,saudável,1,direito,dominante
22/11/2024 15:19:00.405,1.64,0.01,-11.39,1.6974671409480884,-0.1941747572815536,0.1941747572815534,-0.1941747572815665,0.336320545159013,saudável,1,direito,dominante
22/11/2024 15:19:00.532,1.64,-0.04,-11.38,1.6876345393302523,0.0,-0.3937007874015748,0.0787401574803132,0.4014975994954946,saudável,1,direito,dominante
22/11/2024 15:19:00.616,1.66,-0.0,-11.37,1.6805395869819773,0.2380952380952383,0.4761904761904761,0.1190476190476376,0.5455447255899851,saudável,1,direito,dominante
22/11/2024 15:19:00.714,1.64,-0.0,-11.37,1.6776673001963278,-0.2040816326530614,0.0,0.0,0.2040816326530614,saudável,1,direito,dominante
22/11/2024 15:19:00.817,1.64,-0.01,-11.37,1.6776716526892417,0.0,-0.0970873786407767,0.0,0.0970873786407767,saudável,1,direito,dominante
22/11/2024 15:19:00.920,1.65,-0.01,-11.39,1.69889655874967,0.0970873786407768,0.0,-0.1941747572815665,0.2170939783980496,saudável,1,direito,dominante
22/11/2024 15:19:01.026,1.66,-0.01,-11.38,1.6904391220509485,0.0943396226415095,0.0,0.0943396226415074,0.1334163738087812,saudável,1,direito,dominante
22/11/2024 15:19:01.136,1.65,-0.01,-11.38,1.6889999565179572,-0.090909090909091,0.0,0.0,0.090909090909091,saudável,1,direito,dominante
22/11/2024 15:19:01.231,1.65,-0.01,-11.4,1.7087933395820585,0.0,0.0,-0.2105263157894692,0.2105263157894692,saudável,1,direito,dominante
22/11/2024 15:19:01.336,1.66,0.0,-11.36,1.6706445812071014,0.0952380952380953,0.0952380952380952,0.3809523809523897,0.4040610178208926,saudável,1,direito,dominante
22/11/2024 15:19:01.445,1.66,-0.02,-11.38,1.690452165023773,0.0,-0.1834862385321101,-0.1834862385321224,0.2594887270409436,saudável,1,direito,dominante
22/11/2024 15:19:01.547,1.67,-0.0,-11.37,1.6819885137429544,0.0980392156862746,0.196078431372549,0.0980392156862898,0.2401460532140434,saudável,1,direito,dominante
22/11/2024 15:19:01.653,1.65,-0.0,-11.38,1.6889956083129274,-0.188679245283019,0.0,-0.0943396226415241,0.2109498091981001,saudável,1,direito,dominante
22/11/2024 15:19:01.755,1.66,-0.01,-11.38,1.6904391220509485,0.0980392156862746,-0.0980392156862745,0.0,0.1386483884679505,saudável,1,direito,dominante
22/11/2024 15:19:01.847,1.64,-0.01,-11.37,1.6776716526892417,-0.2173913043478262,0.0,0.10869565217393,0.2430508671195501,saudável,1,direito,dominante
22/11/2024 15:19:01.957,1.66,0.01,-11.37,1.6805439383869007,0.181818181818182,0.1818181818181818,0.0,0.2571297386132901,saudável,1,direito,dominante
22/11/2024 15:19:02.059,1.66,-0.01,-11.37,1.6805439383869007,0.0,-0.196078431372549,0.0,0.196078431372549,saudável,1,direito,dominante
22/11/2024 15:19:02.174,1.66,-0.0,-11.38,1.6904347743900523,0.0,0.0869565217391304,-0.086956521739144,0.1229750923802787,saudável,1,direito,dominante
22/11/2024 15:19:02.277,1.65,-0.01,-11.38,1.6889999565179572,-0.0970873786407768,-0.0970873786407767,0.0,0.1373022876090384,saudável,1,direito,dominante
22/11/2024 15:19:02.380,1.66,0.01,-11.37,1.6805439383869007,0.0970873786407768,0.1941747572815534,0.0970873786407918,0.2378145381342953,saudável,1,direito,dominante
22/11/2024 15:19:02.480,1.65,0.0,-11.38,1.6889956083129274,-0.1,-0.0999999999999999,-0.1000000000000156,0.1732050807568968,saudável,1,direito,dominante
22/11/2024 15:19:02.581,1.63,0.01,-11.39,1.696046236653146,-0.1980198019801982,0.099009900990099,-0.0990099009900968,0.2425237369092248,saudável,1,direito,dominante
22/11/2024 15:19:02.670,1.64,0.01,-11.38,1.6875693083364354,0.1123595505617978,0.0,0.1123595505617953,0.1589004002666383,saudável,1,direito,dominante
